t,mode,stimulus,sync,meanB,damage,phi,q_obs,q_status,hcr_L2R,hcr_R2L,q_res,dilatacion,energia,lyapunov,stochastic_noise,topological_collapse,causal_failure,clinical_phase,perm_entropy,betti_1,De,pred1_code,pred1_p,pred2_code,pred2_p,pred3_code,pred3_p,guards_fired,ai_action,ai_reward
103.886668,bio,0.000000,0.607240,8.103409,0.000000,0.607240,0.000000,ONLINE_RIGETTI,0.000000,0.000000,0.923125,7.000000,0.937812,0.000000,0.923125,0.320000,0.000000,METÁSTASIS (ICTAL) | De: 0.00 | Betti: 21.62,0.000000,21.617737,0.000000,E1,0.200000,E2,0.200000,E3,0.200000,,0,0.00
104.448724,bio,0.000000,2.076437,2.544299,0.000000,2.076437,0.000000,ONLINE_RIGETTI,0.000000,0.000000,0.923125,7.000000,1.071508,0.000000,0.923125,0.320000,0.000000,METÁSTASIS (ICTAL) | De: 0.00 | Betti: 0.00,0.000000,0.000000,0.000000,E1,0.200000,E2,0.200000,E3,0.200000,,0,0.00
105.229946,bio,0.000000,2.013085,3.271165,0.000000,2.013085,0.000000,ONLINE_RIGETTI,0.000000,0.000000,0.923125,7.000000,1.210843,-0.022606,0.923125,0.320000,0.000000,METÁSTASIS (ICTAL) | De: 0.00 | Betti: 0.00,0.000000,0.000000,0.000000,E1,0.200000,E2,0.200000,E3,0.200000,,0,0.00
105.869131,bio,0.000000,1.041862,1.006966,0.000000,1.041862,0.000000,ONLINE_RIGETTI,0.000000,0.000000,1.772789,7.000000,1.355283,-0.022783,1.772789,0.320000,0.000000,METÁSTASIS (ICTAL) | De: 0.00 | Betti: 37.09,0.000000,37.090273,0.000000,E1,0.200000,E2,0.200000,E3,0.200000,,0,0.00
106.587116,bio,0.000000,1.570240,1.957132,0.000000,1.570240,0.000000,ONLINE_RIGETTI,0.000000,0.000000,1.772789,7.000000,1.504321,-0.022939,1.772789,0.320000,0.000000,METÁSTASIS (ICTAL) | De: 0.00 | Betti: 56.53,0.000000,56.525656,0.000000,E2,1.000000,E5,0.000000,E1,0.000000,E1,0,0.00
107.303329,bio,0.000000,3.296919,6.303034,0.000000,3.296919,0.000000,ONLINE_RIGETTI,0.000000,0.000000,1.772789,7.000000,1.657475,-0.023089,1.772789,0.320000,0.000000,METÁSTASIS (ICTAL) | De: 0.00 | Betti: 0.00,0.000000,0.000000,0.000000,E2,1.000000,E5,0.000000,E1,0.000000,E1,0,0.00
107.970584,bio,0.000000,2.462784,4.875800,0.000000,2.462784,0.000000,ONLINE_RIGETTI,0.000000,0.000000,1.335057,7.000000,1.814285,-0.023247,1.335057,0.320000,0.000000,METÁSTASIS (ICTAL) | De: 0.00 | Betti: 0.00,0.000000,0.000000,0.000000,E2,1.000000,E5,0.000000,E1,0.000000,E1,0,0.00
108.647844,bio,0.000000,3.178686,5.748593,0.000000,3.178686,0.000000,ONLINE_RIGETTI,0.000000,0.000000,1.335057,7.000000,1.974311,-0.023428,1.335057,0.320000,0.000000,METÁSTASIS (ICTAL) | De: 0.00 | Betti: 0.00,0.000000,0.000000,0.000000,E5,0.999107,E2,0.000893,E1,0.000000,E1,0,0.00
109.228286,bio,0.000000,2.081613,3.208571,0.000000,2.081613,0.000000,ONLINE_RIGETTI,0.000000,0.000000,1.335057,7.000000,2.137130,-0.023649,1.335057,0.320000,0.000000,METÁSTASIS (ICTAL) | De: 0.00 | Betti: 0.00,0.000000,0.000000,0.000000,E2,0.941573,E5,0.058427,E1,0.000000,E1,0,0.00
109.799001,bio,0.000000,1.860234,3.665405,0.000000,1.860234,0.000000,ONLINE_RIGETTI,0.470634,0.000000,0.340876,7.000000,2.302324,-0.023933,0.340876,0.320000,7.059503,HOMEOSTASIS | De: 313.83,0.676992,66.224330,313.833583,E2,0.932754,E5,0.067246,E1,0.000000,E1,0,0.00
